1665906554,14.01818181818182
1665906675,13.215000000000007
1665906796,12.500826446280994
1665906917,12.304166666666667
1665907038,12.209917355371898
1665907159,12.966942148760337
1665907280,11.900833333333335
1665907401,12.904958677685954
1665907522,11.910000000000002
1665907643,14.309090909090916
1665907764,14.416666666666663
1665907885,12.974380165289254
1665908006,13.554545454545458
1665908127,13.645
1665908248,13.04876033057851
1665908369,13.576666666666673
1665908490,14.154545454545458
1665908611,13.44416666666666
1665908732,12.876033057851245
1665908853,12.647933884297512
1665908974,15.817499999999999
1665909095,14.34545454545455
1665909216,13.31833333333333
1665909337,13.422314049586786
1665909458,13.62666666666667
1665909579,14.085950413223141
1665909700,15.071900826446283
1665909821,13.748333333333337
1665909942,13.834710743801645
1665910063,14.069999999999995
