1665386294,22.08333333333333
1665386415,13.571074380165294
1665386536,14.185950413223143
1665386657,13.111666666666675
1665386778,12.55785123966942
1665386899,12.699999999999998
1665387020,12.914049586776866
1665387141,12.653333333333334
1665387262,13.73471074380165
1665387383,13.119834710743799
1665387504,13.670833333333336
1665387625,15.56694214876033
1665387746,14.18749999999999
1665387867,14.492561983471075
1665387988,14.449999999999996
1665388109,11.972727272727267
1665388230,12.02066115702479
1665388351,11.944166666666668
1665388472,12.39752066115702
1665388593,12.024166666666666
1665388714,10.643801652892558
1665388835,11.810833333333335
1665388956,11.715702479338836
1665389077,12.398347107438015
1665389198,12.467499999999998
1665389319,11.474380165289256
1665389440,13.409999999999995
1665389561,13.923140495867774
1665389682,13.334999999999997
1665389803,14.055371900826445
